WAHLBEZIRK,Anteil_Auslaender,FlaechejeBew,Durchschnittsalter,Durchschnittsmiete_qm,Anteil_Eigentuemer,Anteil_SPD,Modell_SPD,Anteil_CDU,Modell_CDU,Anteil_Grüne,Modell_Grüne,Anteil_Linke,Modell_Linke,Anteil_FDP,Modell_FDP,Anteil_AfD
910,0.128273501577287,53.58268138801262,44.44586750788643,8.71776595744681,0.2646390070921985,0.1739130434782608,0.17874347310765787,0.2415458937198067,0.19118633704528906,0.1521739130434782,0.22155167454257463,0.1714975845410628,0.1527985707727274,0.0338164251207729,0.044413001403937,0.1304347826086956
920,0.179997448275862,43.68171034482759,42.13111034482759,8.911170731707317,0.4332619512195121,0.1928838951310861,0.19282322048974304,0.1947565543071161,0.1776294895555013,0.1591760299625468,0.1683931437528539,0.1142322097378277,0.14407934036805595,0.0411985018726591,0.03203497987791776,0.2078651685393258
930,0.1452139221556886,50.8797754491018,43.184588323353296,7.931876675603218,0.2510512064343163,0.1692650334075723,0.17952952774879152,0.242761692650334,0.17164125896274512,0.1759465478841871,0.19957480458034088,0.1202672605790645,0.16469466362691051,0.0356347438752783,0.03620548289993851,0.1692650334075723
940,0.1579813953488372,53.483023255813954,43.60274258219727,9.263933933933934,0.3908558558558558,0.2,0.18345766236987263,0.2178571428571428,0.21771552698918303,0.1928571428571428,0.19805151069660273,0.1053571428571428,0.12079783417422871,0.0625,0.049870449997478805,0.1464285714285714
950,0.1155555232558139,53.89785610465116,43.14981831395349,9.630342205323194,0.460471102661597,0.1811965811965812,0.18075094869473374,0.2222222222222222,0.2256339314866525,0.2461538461538461,0.21619352345722623,0.1042735042735042,0.11566163559000156,0.041025641025641,0.052474135015685514,0.1042735042735042
960,0.1748514478764478,52.78311776061776,41.06005308880309,11.294485436893204,0.3270679611650485,0.1390306122448979,0.16584326617530495,0.2959183673469387,0.2085463879608278,0.2487244897959183,0.26886129242713924,0.1084183673469387,0.14444691125082926,0.0433673469387755,0.059338277860569125,0.096938775510204
970,0.0605516213847502,61.11900964066609,48.10404031551271,9.04282700421941,0.4230991561181434,0.1777777777777777,0.18799755156220224,0.2296296296296296,0.2549521635961399,0.2629629629629629,0.21717543820985657,0.0759259259259259,0.09487158174363369,0.0592592592592592,0.05889490219386077,0.1388888888888889
980,0.1340320182094082,56.29200303490136,43.28375569044006,10.179927536231885,0.3730786231884058,0.1633466135458167,0.17369914559329955,0.1713147410358565,0.22728119697084104,0.2868525896414343,0.24156621619802593,0.1394422310756972,0.1229927944792692,0.0557768924302788,0.0588215093571897,0.1055776892430278
990,0.3184770601336303,41.275957683741645,39.710200445434296,6.8165166908563135,0.0756040638606676,0.1842105263157894,0.18290520332919089,0.1531100478468899,0.10865178060360879,0.1028708133971291,0.13213591814245107,0.1531100478468899,0.2068388306258694,0.0478468899521531,0.01650388174893408,0.2416267942583732
1000,0.1844583877995642,52.3758605664488,46.58959331880901,7.91879746835443,0.2308210970464135,0.2117863720073664,0.19324863286895608,0.1970534069981583,0.19078108596778837,0.2062615101289134,0.16854825724695507,0.1178637200736648,0.14288197430373198,0.0220994475138121,0.03849366554748758,0.147329650092081
1010,0.0707834839769926,66.30382908792112,49.87736236647494,9.506243093922652,0.5563734806629834,0.1986863711001642,0.19665760169566324,0.2824302134646962,0.3110179964130293,0.2430213464696223,0.19079717032550178,0.0788177339901477,0.03871305058825131,0.0738916256157635,0.07219554978415735,0.0722495894909688
1020,0.4553597279716144,41.00176818450621,36.34258426966292,6.881442155309033,0.1188957210776545,0.1691542288557214,0.18328720160995307,0.1467661691542288,0.12714458440134063,0.0895522388059701,0.07320470142793506,0.1243781094527363,0.17695600906829478,0.0149253731343283,0.021742489893045277,0.3159203980099502
1030,0.3655189763399323,43.43063737324964,37.60520521487204,6.926644951140065,0.2043283387622149,0.1544715447154471,0.18331194138313425,0.1341463414634146,0.1429940004618943,0.0792682926829268,0.09603488752131734,0.1524390243902439,0.16642905572775524,0.024390243902439,0.02473218337183067,0.3475609756097561
1040,0.0973788606726149,69.28017158544955,43.42416609471517,9.51125,0.4166241666666667,0.1042016806722689,0.16279963994243682,0.2873949579831932,0.2860296825346891,0.215126050420168,0.24209788493161782,0.080672268907563,0.07651038746816441,0.134453781512605,0.07847003938828939,0.1226890756302521
1050,0.1100936749399519,55.15349079263411,46.380496397117696,9.184930875576038,0.4468036866359447,0.158008658008658,0.1921617196195347,0.2878787878787879,0.23521790120245772,0.2445887445887445,0.19516887005168568,0.093073593073593,0.10408948226893369,0.0606060606060606,0.05107231037424417,0.0974025974025974
